NODE_ID,NODE_NAME,SI_CODE,GU_CODE,X,Y,Longitude,Latitude,Radius,trafficlight_num,crosswalk_num,station_num,school_num,land_price,house_1,house_2,house_3,house_4,commerce_1,commerce_2,commerce_3,commerce_4,green_1,green_2,green_3,industry_1,industry_2,industry_3,limit,mediansep_,island_num,mean_lanes,mean_speed,mean_wth,mean_loadlen,busstop_num,police_num,CtoC_num,CtoP_num,total_acc
1380008500,-,B,PP,1151801.608,1686485.088,129.1667647,35.16217889,40,7,1,0,1,112781660,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.333,43.333,10.5,2635,2,0,9,11,20
1380023900,-,B,PP,1154537.341,1688069.441,129.1970879,35.17604208,40,0,0,0,0,3549809.673,0,0.770514455,0,0,0,0,0,0,0.229485544,0,0,0,0,0,0,0,1,1,40,13,1178,0,0,7,2,9
1380016100,-,B,PP,1149214.155,1687007.129,129.1384596,35.1672718,40,0,0,1,0,296274.6961,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.4,50,11.3,850,0,1,4,1,5
1380026900,-,B,PP,1148279.034,1689373.517,129.1286206,35.18873974,40,0,0,0,2,351161.8262,0,0.976114377,0.023885623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,50,9,247.5,0,0,0,2,2
1380008300,-,B,PP,1152046.716,1686478.725,129.1694537,35.16208449,40,0,0,0,0,35676354.32,0,0.160498742,0,0,0.46172067,0,0.377780586,0,0,0,0,0,0,0,0,0,0,1,50,15,5108,0,0,8,6,14
1380009800,해운대청어귀삼거리,B,PP,1151408.767,1686560.468,129.1624668,35.16291758,40,0,0,0,0,85996698.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,50,8,228.5,0,0,3,8,11
1410008300,-,B,AA,1130837.398,1692343.556,128.9375797,35.21793705,41,11,2,1,1,8749228.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.667,50,13,4893.5,1,1,48,7,55
1410012400,-,B,AA,1125787.247,1677602.449,128.8798599,35.08569817,41,20,0,0,0,3096630.546,0.47339565,0,0,0.526604349,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,55,14.333,709.667,0,0,6,0,6
1410340100,생곡동 1598-7,B,AA,1125610.284,1683335.432,128.8787896,35.13740114,41,0,0,0,0,393908.7851,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,50,14.822,563.864,0,0,0,0,0
1410009400,-,B,AA,1125792.101,1677121.142,128.8798401,35.08135874,41,12,0,0,2,7874544.071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,50,12.4,809.6,0,0,0,0,0
1410021000,-,B,AA,1122391.286,1678319.037,128.8427221,35.09257624,41,0,0,0,0,81463.03846,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40,17.5,650,0,0,0,0,0
1410034200,-,B,AA,1125722.56,1682777.47,128.8799368,35.1323573,41,3,0,0,0,1468124.436,0.188080015,0,0,0,0,0,0,0,0.004011952,0,0,0.239978995,0,0,0.567929036,0,0,1.5,50,15.229,954.858,0,0,0,0,0
1410019900,-,B,AA,1122393.993,1678142.063,128.8427256,35.09098052,41,0,0,0,0,342912.9863,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40,17.5,650,0,0,0,0,0
1410350700,명지동 618-9,B,AA,1129858.568,1680359.419,128.9249418,35.11003452,41,0,0,0,2,1273869.036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,45,13.846,732.877,0,0,0,0,0
1410353900,명지극동스타클래스앞,B,AA,1127884.441,1677220.75,128.9028007,35.08199338,41,10,1,0,1,1882655.723,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,30,15,967,0,0,1,1,2
1410365800,대저2동 3156-3,B,AA,1131910.091,1686124.477,128.9483672,35.1617361,41,0,0,0,0,368.0759567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,45,15,463.187,0,0,0,0,0
1410342000,생곡동 135-161,B,AA,1125901.87,1682914.428,128.8819253,35.13356949,41,0,0,0,0,336321.0607,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,50,15.137,433.766,0,0,0,0,0
1410010100,-,B,AA,1123907.955,1677352.362,128.8592123,35.08367652,41,0,0,0,0,314336.0415,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,50,15,602.333,0,0,0,0,0
1410347000,중흥S클래스에듀오션앞,B,AA,1129492.389,1679554.835,128.9207989,35.10282874,41,0,0,0,0,210156.3471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,18.463,1809,2,0,1,1,2
1410347600,명지동 3490-1,B,AA,1129532.135,1679919.066,128.9212919,35.10610699,41,0,0,0,0,6720625.643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,16.762,1062.002,0,0,0,1,1
1410348100,명지동 3483-4,B,AA,1129551.27,1680111.497,128.921532,35.1078392,41,0,0,0,0,2585060.839,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,18.463,1809,0,0,0,0,0
